Id,TURNO_MATRICULA,SITUACAO_CIVIL_ALUNO,SEXO_ALUNO,DATA_CADASTRO_REQUERIMENTO,MOTIVO_REQUERIMENTO,TURMA,AREA_TURMA
843,Matutino,Solteiro(a),Masculino,2015-09-29,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
844,Noturno,Solteiro(a),Masculino,2015-09-29,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
845,Noturno,Solteiro(a),Masculino,2015-09-28,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
846,Noturno,Solteiro(a),Feminino,2015-09-28,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
847,Noturno,Solteiro(a),Masculino,2015-09-25,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
848,Matutino,Solteiro(a),Masculino,2015-09-25,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
849,Noturno,Casado(a),Masculino,2015-09-24,Motivo de Trabalho,superior de Tecnologia em Gestão Comercial - III Modulo,Gestäo
850,Noturno,Solteiro(a),Masculino,2015-09-24,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
851,Noturno,Solteiro(a),Masculino,2015-09-24,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - IV MÓDULO ,Informática
852,Noturno,Casado(a),Masculino,2015-09-24,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - V MÓDULO,Informática
853,Noturno,Solteiro(a),Masculino,2015-09-23,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
854,Noturno,Solteiro(a),Masculino,2015-09-23,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
855,Noturno,Solteiro(a),Masculino,2015-09-22,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
856,Noturno,Solteiro(a),Masculino,2015-09-22,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
857,Noturno,Divorciado(a),Masculino,2015-09-21,Outros Motivos,superior de Tecnologia em Gestão Comercial - V Modulo,Gestäo
858,Noturno,Solteiro(a),Masculino,2015-09-21,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
859,Matutino,Solteiro(a),Masculino,2015-09-18,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
860,Matutino,Solteiro(a),Masculino,2015-09-18,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
861,Noturno,Solteiro(a),Feminino,2015-09-16,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
862,Noturno,Solteiro(a),Masculino,2015-09-16,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
863,Noturno,Solteiro(a),Masculino,2015-09-16,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
864,Noturno,Solteiro(a),Masculino,2015-09-16,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
865,Noturno,Solteiro(a),Masculino,2015-09-16,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
866,Noturno,Solteiro(a),Masculino,2015-09-14,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
867,Noturno,Solteiro(a),Masculino,2015-09-14,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
868,Noturno,Solteiro(a),Masculino,2015-09-14,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
869,Noturno,Casado(a),Feminino,2015-09-14,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
870,Noturno,Solteiro(a),Masculino,2015-09-14,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
871,Noturno,Solteiro(a),Masculino,2015-09-14,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
872,Noturno,Solteiro(a),Masculino,2015-09-14,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
873,Noturno,Solteiro(a),Masculino,2015-09-14,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
874,Matutino,Solteiro(a),Feminino,2015-09-12,Motivo de Saúde,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
875,Noturno,Solteiro(a),Masculino,2015-09-11,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
876,Noturno,Outros,Feminino,2015-09-11,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
877,Noturno,Solteiro(a),Masculino,2015-09-10,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
878,Noturno,Solteiro(a),Masculino,2015-09-10,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
879,Noturno,Solteiro(a),Masculino,2015-09-09,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
880,Noturno,Solteiro(a),Feminino,2015-09-09,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
881,Noturno,Solteiro(a),Masculino,2015-09-09,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
882,Noturno,Solteiro(a),Masculino,2015-09-08,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
883,Noturno,Solteiro(a),Masculino,2015-09-08,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
884,Noturno,Solteiro(a),Masculino,2015-09-08,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
885,Noturno,Solteiro(a),Masculino,2015-09-08,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
886,Noturno,Solteiro(a),Feminino,2015-09-08,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
887,Noturno,Solteiro(a),Masculino,2015-09-05,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
888,Noturno,Solteiro(a),Masculino,2015-09-03,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
889,Noturno,Casado(a),Feminino,2015-09-03,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
890,Matutino,Casado(a),Masculino,2015-09-03,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
891,Noturno,Solteiro(a),Masculino,2015-09-02,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
892,Noturno,Outros,Feminino,2015-09-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
893,Noturno,Solteiro(a),Masculino,2015-09-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
894,Noturno,Solteiro(a),Masculino,2015-09-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
895,Noturno,Solteiro(a),Masculino,2015-09-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
896,Noturno,Solteiro(a),Masculino,2015-09-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
897,Matutino,Solteiro(a),Masculino,2015-09-01,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - II MÓDULO ,Informática
898,Matutino,Solteiro(a),Masculino,2015-09-01,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 3,Informática
899,Noturno,Solteiro(a),Masculino,2015-08-31,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
900,Noturno,Solteiro(a),Masculino,2015-08-31,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
901,Matutino,Casado(a),Feminino,2015-08-28,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
902,Matutino,Casado(a),Feminino,2015-08-28,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
903,Matutino,Casado(a),Masculino,2015-08-28,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
904,Matutino,Solteiro(a),Masculino,2015-08-27,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
905,Noturno,Casado(a),Masculino,2015-08-27,Mudança de Município,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
906,Matutino,Solteiro(a),Masculino,2015-08-26,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - II MÓDULO ,Informática
907,Noturno,Solteiro(a),Masculino,2015-08-25,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - 1° MÓDULO ,Meio Ambiente (Ambiente e Saúde)
908,Noturno,Solteiro(a),Feminino,2015-08-25,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
909,Noturno,Solteiro(a),Masculino,2015-08-25,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
910,Noturno,Solteiro(a),Feminino,2015-08-24,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
911,Noturno,Casado(a),Masculino,2015-08-21,Mudança de Município,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
912,Matutino,Solteiro(a),Masculino,2015-08-20,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
913,Matutino,Solteiro(a),Masculino,2015-08-19,Transferência de Programação,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
914,Matutino,Solteiro(a),Masculino,2015-08-19,Transferência de Programação,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
915,Noturno,Solteiro(a),Masculino,2015-08-17,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
916,Noturno,Solteiro(a),Masculino,2015-08-14,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - 1° MÓDULO ,Meio Ambiente (Ambiente e Saúde)
917,Matutino,Solteiro(a),Feminino,2015-08-10,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
918,Matutino,Solteiro(a),Feminino,2015-08-10,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
919,Noturno,Solteiro(a),Feminino,2015-08-10,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - II MÓDULO,Meio Ambiente (Ambiente e Saúde)
920,Noturno,Solteiro(a),Masculino,2015-08-10,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
921,Matutino,Solteiro(a),Feminino,2015-08-07,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
922,Noturno,Solteiro(a),Feminino,2015-08-07,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - II MÓDULO,Meio Ambiente (Ambiente e Saúde)
923,Matutino,Solteiro(a),Feminino,2015-08-06,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
924,Matutino,Solteiro(a),Feminino,2015-08-06,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
925,Matutino,Casado(a),Masculino,2015-08-06,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
926,Noturno,Casado(a),Masculino,2015-08-05,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
927,Matutino,Solteiro(a),Masculino,2015-08-04,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
928,Matutino,Solteiro(a),Feminino,2015-08-04,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
929,Matutino,Solteiro(a),Feminino,2015-08-04,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
930,Matutino,Solteiro(a),Feminino,2015-08-04,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
931,Noturno,Divorciado(a),Feminino,2015-08-04,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - 1° MÓDULO ,Meio Ambiente (Ambiente e Saúde)
932,Matutino,Solteiro(a),Masculino,2015-08-04,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
933,Matutino,Solteiro(a),Masculino,2015-08-04,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
934,Matutino,Solteiro(a),Feminino,2015-08-04,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
935,Noturno,Divorciado(a),Feminino,2015-08-03,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - 1° MÓDULO ,Meio Ambiente (Ambiente e Saúde)
936,Matutino,Solteiro(a),Masculino,2015-08-03,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
937,Matutino,Solteiro(a),Feminino,2015-08-03,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
938,Matutino,Solteiro(a),Masculino,2015-08-03,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
939,Matutino,Solteiro(a),Masculino,2015-06-25,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  III MÓDULO,Design
940,Noturno,Solteiro(a),Feminino,2015-06-22,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  III MÓDULO,Design
941,Noturno,Solteiro(a),Masculino,2015-06-16,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
942,Noturno,Solteiro(a),Masculino,2015-06-10,Outros Motivos,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
943,Noturno,Solteiro(a),Masculino,2015-06-09,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
944,Matutino,Solteiro(a),Masculino,2015-06-03,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
945,Matutino,Solteiro(a),Feminino,2015-06-01,Motivo de Estudo,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
946,Matutino,Solteiro(a),Masculino,2015-05-29,Outros Motivos,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
947,Matutino,Solteiro(a),Feminino,2015-05-27,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
948,Noturno,Solteiro(a),Masculino,2015-05-25,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
949,Noturno,Solteiro(a),Masculino,2015-05-25,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
950,Noturno,Divorciado(a),Masculino,2015-05-19,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
951,Noturno,Casado(a),Masculino,2015-05-18,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  III MÓDULO,Design
952,Matutino,Solteiro(a),Masculino,2015-05-14,Mudança de Município,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
953,Matutino,Solteiro(a),Masculino,2015-05-13,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
954,Noturno,Casado(a),Masculino,2015-05-13,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
955,Noturno,Solteiro(a),Masculino,2015-05-11,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
956,Noturno,Solteiro(a),Masculino,2015-05-11,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
957,Noturno,Solteiro(a),Masculino,2015-05-08,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  III MÓDULO,Design
958,Noturno,Solteiro(a),Masculino,2015-05-08,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
959,Noturno,Solteiro(a),Feminino,2015-05-08,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
960,Matutino,Solteiro(a),Masculino,2015-05-07,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
961,Noturno,Solteiro(a),Masculino,2015-05-07,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
962,Matutino,Solteiro(a),Masculino,2015-05-05,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
963,Noturno,Solteiro(a),Masculino,2015-05-05,Outros Motivos,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
964,Noturno,Solteiro(a),Feminino,2015-05-05,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO II,Gestäo
965,Noturno,Casado(a),Masculino,2015-04-30,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  III MÓDULO,Design
966,Noturno,Casado(a),Masculino,2015-04-30,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
967,Noturno,Casado(a),Feminino,2015-04-29,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO III,Gestäo
968,Noturno,Solteiro(a),Masculino,2015-04-29,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
969,Noturno,Solteiro(a),Masculino,2015-04-28,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO III,Gestäo
970,Noturno,Solteiro(a),Masculino,2015-04-28,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
971,Matutino,Solteiro(a),Masculino,2015-04-27,Outros Motivos,SUPERIOR DE TECNOLOGIA EM PRODUÇÃO MULTIMÍDIA - MÓDULO III,Design
972,Noturno,Solteiro(a),Masculino,2015-04-27,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
973,Noturno,Solteiro(a),Feminino,2015-04-24,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO V,Meio Ambiente (Ambiente e Saúde)
974,Noturno,Solteiro(a),Masculino,2015-04-24,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
975,Noturno,Solteiro(a),Masculino,2015-04-24,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
976,Noturno,Solteiro(a),Masculino,2015-04-22,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - V MÓDULO,Design
977,Matutino,Solteiro(a),Masculino,2015-04-22,Motivo de Estudo,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
978,Noturno,Solteiro(a),Masculino,2015-04-17,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
979,Matutino,Solteiro(a),Masculino,2015-04-16,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
980,Noturno,Solteiro(a),Masculino,2015-04-16,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
981,Noturno,Solteiro(a),Masculino,2015-04-15,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO IV,Meio Ambiente (Ambiente e Saúde)
982,Noturno,Solteiro(a),Masculino,2015-04-14,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
983,Noturno,Solteiro(a),Masculino,2015-04-13,Motivo de Viagens,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
984,Noturno,Solteiro(a),Feminino,2015-04-13,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO III,Meio Ambiente (Ambiente e Saúde)
985,Matutino,Solteiro(a),Masculino,2015-04-13,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
986,Noturno,Solteiro(a),Masculino,2015-04-13,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO III,Informática
987,Matutino,Solteiro(a),Masculino,2015-04-10,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - II MÓDULO ,Informática
988,Matutino,Solteiro(a),Masculino,2015-04-10,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO III,Informática
989,Noturno,Solteiro(a),Masculino,2015-04-10,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
990,Noturno,Solteiro(a),Masculino,2015-04-09,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
991,Matutino,Solteiro(a),Masculino,2015-04-09,Outros Motivos,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
992,Matutino,Solteiro(a),Masculino,2015-04-09,Outros Motivos,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
993,Noturno,Solteiro(a),Masculino,2015-04-08,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
994,Noturno,Casado(a),Masculino,2015-04-07,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
995,Matutino,Solteiro(a),Masculino,2015-04-06,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
996,Noturno,Solteiro(a),Masculino,2015-04-06,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
997,Matutino,Solteiro(a),Masculino,2015-04-01,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
998,Matutino,Solteiro(a),Masculino,2015-04-01,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
999,Noturno,Solteiro(a),Masculino,2015-03-31,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
1000,Matutino,Solteiro(a),Masculino,2015-03-31,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
1001,Noturno,Solteiro(a),Masculino,2015-03-31,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
1002,Noturno,Solteiro(a),Masculino,2015-03-28,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
1003,Noturno,Divorciado(a),Feminino,2015-03-27,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
1004,Noturno,Solteiro(a),Masculino,2015-03-26,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
1005,Noturno,Solteiro(a),Masculino,2015-03-25,Motivo de Trabalho,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
1006,Matutino,Solteiro(a),Masculino,2015-03-23,Mudança de Município,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
1007,Noturno,Solteiro(a),Masculino,2015-03-23,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
1008,Matutino,Solteiro(a),Feminino,2015-03-23,Outros Motivos,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
1009,Noturno,Casado(a),Masculino,2015-03-23,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
1010,Noturno,Casado(a),Masculino,2015-03-23,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
